Date,AAPL,AMZN,BRK-B,GOOGL,GS,JPM,MCD,MSFT,UNH,V
2014-01-17,16.75455093383789,19.980499267578125,115.06999969482422,28.576126098632812,139.95118713378906,42.12521743774414,69.53768157958984,30.183975219726562,59.80812072753906,53.22770690917969
2014-01-21,17.014850616455078,20.352500915527344,115.1500015258789,28.903236389160156,137.50595092773438,42.168697357177734,69.64757537841797,30.00973892211914,60.335914611816406,53.17040252685547
2014-01-22,17.090469360351562,20.226999282836914,115.26000213623047,28.936025619506836,137.8870391845703,41.74825668334961,69.50105285644531,29.810619354248047,60.53386306762695,53.413414001464844
2014-01-23,17.235179901123047,19.993499755859375,113.5,28.813823699951172,135.5608673095703,40.936344146728516,69.82335662841797,29.918472290039062,60.36890411376953,52.326751708984375
2014-01-24,16.921884536743164,19.3799991607666,111.80999755859375,27.912973403930664,133.09176635742188,39.935943603515625,69.17141723632812,30.540739059448242,59.04935836791992,50.72198486328125
2014-01-27,17.059162139892578,19.31399917602539,111.5,27.351648330688477,130.74972534179688,39.935943603515625,68.9077377319336,29.893590927124023,59.09060287475586,49.568851470947266
2014-01-28,15.695673942565918,19.721500396728516,112.01000213623047,27.892602920532227,131.98826599121094,40.40713882446289,68.98828887939453,30.09271240234375,59.14009475708008,50.65550994873047
2014-01-29,15.517485618591309,19.209999084472656,111.27999877929688,27.492969512939453,130.12257385253906,40.25491714477539,68.23381805419922,30.41628646850586,58.76897430419922,49.775169372558594
2014-01-30,15.487425804138184,20.15049934387207,113.0,28.200092315673828,131.6627655029297,40.595619201660156,68.7099380493164,30.582229614257812,60.03902053833008,50.637168884277344
2014-01-31,15.512837409973145,17.934499740600586,111.5999984741211,29.33218002319336,130.2972412109375,40.13167953491211,68.98097229003906,31.395320892333984,59.610164642333984,49.38773727416992
2014-02-03,15.541658401489258,17.3075008392334,108.98999786376953,28.151411056518555,126.88336944580078,39.370513916015625,68.13856506347656,30.266948699951172,58.34012222290039,48.93840789794922
2014-02-04,15.766634941101074,17.397499084472656,109.12999725341797,28.268888473510742,128.42355346679688,39.83445739746094,68.18982696533203,30.159090042114258,58.15043258666992,49.1837043762207
2014-02-05,15.884387016296387,17.322500228881836,108.77999877929688,28.394071578979492,127.35974884033203,40.02293395996094,68.54878997802734,29.719356536865234,58.406097412109375,49.42900848388672
2014-02-06,15.97697639465332,17.72949981689453,110.16000366210938,28.810346603393555,128.4156036376953,40.943580627441406,69.54502868652344,30.018035888671875,58.447357177734375,50.20845413208008
2014-02-07,16.200490951538086,18.054000854492188,112.61000061035156,29.244503021240234,128.55850219726562,41.04508590698242,70.26289367675781,30.33331871032715,58.85142135620117,50.84349822998047
2014-02-10,16.490724563598633,18.043500900268555,112.61000061035156,29.13248634338379,127.8201904296875,41.13207244873047,69.48644256591797,30.532442092895508,57.51540756225586,50.5615119934082
2014-02-11,16.708009719848633,18.089500427246094,113.61000061035156,29.560928344726562,130.51156616210938,41.63225555419922,69.83802795410156,30.83942413330078,58.24116134643555,50.96958923339844
2014-02-12,16.706756591796875,17.462499618530273,113.30000305175781,29.4742488861084,129.80494689941406,41.69750213623047,69.50838470458984,31.088335037231445,57.927757263183594,51.484031677246094
2014-02-13,16.9720516204834,17.860000610351562,114.69999694824219,29.802349090576172,130.2496337890625,42.067222595214844,69.92591857910156,31.204498291015625,58.72774124145508,51.45647430419922
2014-02-14,16.958332061767578,17.86750030517578,114.94999694824219,29.87437629699707,129.9796905517578,42.154212951660156,70.16034698486328,31.212791442871094,60.632816314697266,51.90431594848633
2014-02-18,17.020681381225586,17.6825008392334,114.7300033569336,30.075063705444336,130.71795654296875,42.40068817138672,70.33612823486328,31.2796630859375,60.888492584228516,51.918094635009766
2014-02-19,16.751955032348633,17.368999481201172,113.36000061035156,29.86295509338379,129.6144561767578,41.50902557373047,69.99185943603516,31.354887008666992,60.65755844116211,51.41742706298828
2014-02-20,16.558053970336914,17.489999771118164,113.0999984741211,29.90691566467285,130.59889221191406,41.740997314453125,70.13835906982422,31.55550765991211,60.59986114501953,51.32096481323242
2014-02-21,16.374134063720703,17.33799934387207,113.18000030517578,29.89896583557129,130.59889221191406,41.762760162353516,70.65110778808594,31.74776840209961,60.87195587158203,51.29798889160156
2014-02-24,16.445837020874023,17.589000701904297,113.19999694824219,30.115550994873047,132.21844482421875,42.067222595214844,70.687744140625,31.505352020263672,62.68634033203125,51.94795608520508
2014-02-25,16.274686813354492,17.916000366210938,113.94000244140625,30.30158233642578,129.7890625,41.34231185913086,70.77564239501953,31.37996482849121,62.1172981262207,52.15924835205078
2014-02-26,16.12786102294922,17.989999771118164,113.69999694824219,30.305801391601562,129.68556213378906,41.139320373535156,70.24088287353516,31.321447372436523,62.72758483886719,51.92958068847656
2014-02-27,16.44957733154297,18.006500244140625,114.58000183105469,30.281959533691406,131.7407684326172,41.09583282470703,70.24089813232422,31.6474666595459,62.694583892822266,51.96862030029297
2014-02-28,16.40499496459961,18.104999542236328,115.77999877929688,30.193540573120117,132.59310913085938,41.1900634765625,70.29261016845703,32.02361297607422,63.725502014160156,51.890541076660156
2014-03-03,16.452377319335938,17.98900032043457,116.05999755859375,29.871644973754883,131.23094177246094,40.747859954833984,69.67945861816406,31.580568313598633,63.58527755737305,50.85704803466797
2014-03-04,16.560861587524414,18.19499969482422,118.56999969482422,30.17515754699707,134.4093475341797,41.50902557373047,70.16703033447266,32.10720443725586,64.43474578857422,51.78948211669922
2014-03-05,16.595779418945312,18.618499755859375,118.9800033569336,30.25836181640625,136.9345703125,42.16146469116211,70.19656372070312,31.856430053710938,64.3193130493164,51.17168426513672
2014-03-06,16.545591354370117,18.607999801635742,121.19999694824219,30.291894912719727,137.4921875,42.69790267944336,70.61028289794922,31.889867782592773,64.03062438964844,51.41283416748047
2014-03-07,16.535924911499023,18.60300064086914,122.66999816894531,30.172178268432617,138.8144989013672,43.060359954833984,70.55117797851562,31.680906295776367,63.83271408081055,51.80326461791992
2014-03-10,16.550891876220703,18.526500701904297,124.0999984741211,30.09220314025879,138.21707153320312,42.915382385253906,70.32955169677734,31.614028930664062,64.2285385131836,51.78948211669922
2014-03-11,16.71206283569336,18.44099998474121,124.69000244140625,29.804584503173828,135.33343505859375,42.18320846557617,72.97427368164062,31.78120231628418,64.14610290527344,52.17531204223633
2014-03-12,16.7282657623291,18.531999588012695,125.16999816894531,29.986146926879883,135.197998046875,41.98747634887695,72.92259216308594,31.99017906188965,64.2288589477539,51.92727279663086
2014-03-13,16.542478561401367,18.57550048828125,123.61000061035156,29.533111572265625,132.792236328125,41.62501907348633,71.93264770507812,31.672529220581055,63.74053192138672,50.7054557800293
2014-03-14,16.356672286987305,18.687000274658203,122.51000213623047,29.129255294799805,131.7168731689453,41.17557144165039,72.0877914428711,31.513710021972656,62.6562385559082,50.703163146972656
2014-03-17,16.42058753967285,18.75200080871582,123.36000061035156,29.60861587524414,132.90380859375,41.740997314453125,72.1025619506836,31.806272506713867,63.53361129760742,51.39446258544922
2014-03-18,16.56585121154785,18.938499450683594,123.27999877929688,30.08449935913086,133.89952087402344,42.08897399902344,71.8883056640625,33.060142517089844,64.55992889404297,51.99848556518555
2014-03-19,16.561494827270508,18.661500930786133,122.62000274658203,29.786205291748047,133.97120666503906,42.2629508972168,70.99443054199219,32.826087951660156,66.18223571777344,51.403648376464844
2014-03-20,16.481687545776367,18.44849967956543,124.44000244140625,29.734296798706055,134.7996826171875,43.57504653930664,71.36380767822266,33.712158203125,67.48167419433594,50.94432067871094
2014-03-21,16.611677169799805,18.0310001373291,125.19999694824219,29.383594512939453,132.99142456054688,43.61854934692383,70.52901458740234,33.57004165649414,67.32442474365234,51.300289154052734
2014-03-24,16.808704376220703,17.592500686645508,124.31999969482422,28.759925842285156,132.0116424560547,44.27098846435547,71.05354309082031,33.854251861572266,67.2747573852539,50.698585510253906
2014-03-25,16.98950958251953,17.73550033569336,124.47000122070312,28.7795467376709,130.04400634765625,44.16948318481445,70.85407257080078,33.72050857543945,67.1257553100586,50.15887451171875
2014-03-26,16.827091217041016,17.170499801635742,123.01000213623047,28.11514663696289,128.833251953125,43.42282485961914,70.80236053466797,33.26076126098633,67.48997497558594,49.53417205810547
2014-03-27,16.75476837158203,16.923500061035156,123.47000122070312,27.6757755279541,129.279296875,43.437313079833984,71.03874969482422,32.901329040527344,67.05956268310547,49.55485534667969
2014-03-28,16.736064910888672,16.914499282836914,123.52999877929688,27.821569442749023,129.28724670410156,43.52431869506836,71.83660125732422,33.687076568603516,67.55615234375,48.70967483520508
2014-03-31,16.73232650756836,16.818500518798828,124.97000122070312,27.681486129760742,130.52198791503906,44.01000213623047,72.42024230957031,34.26385498046875,67.86241912841797,49.57551193237305
2014-04-01,16.88538932800293,17.149499893188477,124.87999725341797,28.187673568725586,132.17092895507812,43.980995178222656,72.32418823242188,34.6232795715332,67.73827362060547,49.309085845947266
2014-04-02,16.913440704345703,17.097999572753906,124.47000122070312,28.192886352539062,133.24630737304688,44.119625091552734,72.09517669677734,34.56476593017578,67.54793548583984,49.29991912841797
2014-04-03,16.796228408813477,16.680999755859375,124.30999755859375,28.360715866088867,132.30636596679688,44.25093460083008,72.14689636230469,34.28056716918945,68.07762145996094,49.380306243896484
2014-04-04,16.578947067260742,16.149999618530273,123.9000015258789,27.05805778503418,130.03602600097656,43.630863189697266,72.30201721191406,33.32764434814453,67.48167419433594,47.70145034790039
2014-04-07,16.31863784790039,15.887999534606934,123.12000274658203,26.82878875732422,126.30799865722656,43.03997039794922,71.66668701171875,33.269126892089844,67.10923767089844,46.7161979675293
2014-04-08,16.317712783813477,16.353500366210938,123.12999725341797,27.666460037231445,124.71481323242188,42.930545806884766,72.45716857910156,33.28582763671875,66.76160430908203,46.527854919433594
2014-04-09,16.532182693481445,16.590499877929688,124.01000213623047,28.139385223388672,125.98937225341797,43.2369384765625,72.65662384033203,33.82918167114258,67.36581420898438,47.664695739746094
2014-04-10,16.31895637512207,15.855500221252441,122.2699966430664,27.1295166015625,124.25276184082031,41.87279510498047,73.45447540283203,32.901329040527344,66.20703887939453,46.289005279541016
2014-04-11,16.198312759399414,15.58650016784668,121.69999694824219,26.686365127563477,121.6558837890625,40.34086608886719,73.35105895996094,32.775943756103516,65.34623718261719,45.159061431884766
2014-04-14,16.262845993041992,15.795499801635742,122.29000091552734,27.055574417114258,123.2649917602539,40.09282684326172,73.95687103271484,32.75086212158203,65.53660583496094,46.16498565673828
2014-04-15,16.146875381469727,15.803999900817871,123.7699966430664,27.229263305664062,123.40836334228516,39.976097106933594,74.48873901367188,33.22732162475586,65.80977630615234,46.86316680908203
2014-04-16,16.17960548400879,16.18400001525879,126.0,27.983562469482422,125.2405014038086,40.31166076660156,74.48873901367188,33.77066421508789,64.7171859741211,48.08269500732422
2014-04-17,16.364469528198242,16.245500564575195,127.18000030517578,26.963275909423828,125.41583251953125,40.282493591308594,74.0602798461914,33.44465637207031,62.722442626953125,47.75886535644531
2014-04-21,16.55868148803711,16.543500900268555,126.5,26.766263961791992,125.70256042480469,40.143898010253906,73.63179016113281,33.38614273071289,62.03547286987305,48.029869079589844
2014-04-22,16.57520294189453,16.465999603271484,127.1500015258789,27.070463180541992,127.82152557373047,40.71289825439453,73.37323760986328,33.427947998046875,62.70591354370117,48.22278594970703
2014-04-23,16.358543395996094,16.229000091552734,127.19999694824219,26.673959732055664,127.81356048583984,40.887962341308594,73.23287200927734,33.17716598510742,62.3499870300293,47.95867156982422
2014-04-24,17.69965362548828,16.857500076293945,126.94999694824219,26.521610260009766,128.13218688964844,40.99009323120117,73.75736999511719,33.31927490234375,63.39289855957031,48.09187698364258
2014-04-25,17.82964515686035,15.191499710083008,127.26000213623047,25.958860397338867,126.05310821533203,40.63265609741211,74.41487121582031,33.36106872558594,62.62314224243164,45.68727493286133
2014-04-28,18.52014923095703,14.829000473022461,127.69999694824219,25.952905654907227,124.69891357421875,40.47944259643555,74.1045913696289,34.163543701171875,62.68934631347656,46.2591552734375
2014-04-29,18.465280532836914,15.019000053405762,128.49000549316406,26.615402221679688,126.05310821533203,40.92443084716797,74.98371887207031,33.86261749267578,62.24241256713867,46.546234130859375
2014-04-30,18.395458221435547,15.206500053405762,128.85000610351562,26.543445587158203,127.31169891357422,40.8369140625,74.89505767822266,33.77066421508789,62.109962463378906,46.532447814941406
2014-05-01,18.438793182373047,15.394499778747559,129.05999755859375,26.724576950073242,127.74983978271484,40.647239685058594,74.58480072021484,33.436302185058594,62.03547286987305,47.33168029785156
2014-05-02,18.473072052001953,15.400500297546387,128.08999633789062,26.493324279785156,126.56293487548828,40.545108795166016,74.93201446533203,33.17716598510742,62.10169219970703,46.94815444946289
2014-05-05,18.734312057495117,15.5024995803833,126.61000061035156,26.565776824951172,124.54747009277344,39.55299377441406,74.71776580810547,32.9598388671875,62.267234802246094,47.5705451965332
2014-05-06,18.530122756958008,14.869000434875488,124.66999816894531,25.93256187438965,123.10564422607422,38.91104507446289,74.5773696899414,32.650550842285156,62.29207229614258,47.16403579711914
2014-05-07,18.465280532836914,14.635499954223633,127.44999694824219,25.705774307250977,123.88638305664062,39.428977966308594,75.32352447509766,32.95146179199219,64.48542785644531,47.931121826171875
2014-05-08,18.4323673248291,14.416000366210938,126.66999816894531,25.813459396362305,125.3838882446289,39.65512466430664,75.31616973876953,33.135379791259766,63.64120864868164,48.43636703491211
2014-05-09,18.35556983947754,14.612000465393066,127.33999633789062,26.133543014526367,125.22465515136719,39.399803161621094,76.0401382446289,33.05179214477539,63.690853118896484,48.41569519042969
2014-05-12,18.584089279174805,15.142999649047852,127.29000091552734,26.71961212158203,127.0966796875,39.86669158935547,75.98841857910156,33.41122055053711,64.34474182128906,48.62010955810547
2014-05-13,18.61324119567871,15.232000350952148,127.88999938964844,26.87394905090332,127.67813110351562,39.84480667114258,76.48340606689453,34.02574920654297,64.5930404663086,48.702789306640625
2014-05-14,18.616697311401367,14.880999565124512,127.52999877929688,26.520122528076172,127.01690673828125,39.65512466430664,76.11399841308594,33.87421798706055,63.872955322265625,48.28860092163086
2014-05-15,18.458393096923828,14.759499549865723,126.36000061035156,26.257604598999023,124.77853393554688,39.03506851196289,75.72247314453125,33.3354606628418,63.30183029174805,47.73405838012695
2014-05-16,18.730798721313477,14.885000228881836,126.86000061035156,26.216915130615234,124.6111831665039,38.88916778564453,76.19527435302734,33.529083251953125,63.442543029785156,48.27711486816406
2014-05-19,18.95274543762207,14.838000297546387,127.12999725341797,26.739463806152344,125.59901428222656,39.268497467041016,75.41959381103516,33.461727142333984,63.89778518676758,48.403656005859375
2014-05-20,18.956514358520508,15.059499740600586,126.05999755859375,26.816877365112305,124.54747009277344,39.18824768066406,75.00587463378906,33.402809143066406,63.45083236694336,47.84220886230469
2014-05-21,19.006664276123047,15.250499725341797,126.66000366210938,27.27889060974121,126.93730163574219,39.480064392089844,75.76681518554688,33.966835021972656,64.32817077636719,48.343833923339844
2014-05-22,19.03675651550293,15.245499610900879,126.9800033569336,27.56422996520996,127.3355941772461,39.79373550415039,75.68553924560547,33.75636291503906,64.8413314819336,48.175865173339844
2014-05-23,19.251811981201172,15.612000465393066,126.80000305175781,27.978599548339844,127.58251190185547,39.77914810180664,75.35308074951172,33.773193359375,65.19727325439453,48.79713821411133
2014-05-27,19.6123104095459,15.541000366210938,127.5199966430664,28.527950286865234,128.86508178710938,40.224124908447266,75.61903381347656,33.832130432128906,65.47867584228516,49.35626220703125
2014-05-28,19.5615234375,15.508000373840332,127.45999908447266,28.308609008789062,128.84107971191406,40.45026779174805,74.83599853515625,33.68060302734375,65.03998565673828,49.19519805908203
2014-05-29,19.917957305908203,15.689000129699707,128.11000061035156,28.314067840576172,128.48135375976562,40.647239685058594,75.46895599365234,33.95840072631836,65.69387817382812,49.39537811279297
2014-05-30,19.84334945678711,15.6274995803833,128.33999633789062,28.36815643310547,127.7380142211914,40.53782272338867,75.53599548339844,34.4634895324707,65.90908813476562,49.432193756103516
2014-06-02,19.706985473632812,15.442000389099121,127.87999725341797,28.00539779663086,127.9139175415039,40.37732696533203,75.98284149169922,34.33721923828125,65.77664184570312,49.130775451660156
2014-06-03,19.985668182373047,15.35949993133545,126.93000030517578,27.5175838470459,129.32867431640625,40.55970764160156,75.55087280273438,33.91630554199219,66.1159896850586,48.62453842163086
2014-06-04,20.213882446289062,15.33899974822998,127.2300033569336,27.480369567871094,129.8002166748047,40.61806869506836,76.28814697265625,33.941566467285156,66.63740539550781,48.649864196777344
2014-06-05,20.293188095092773,16.178499221801758,128.1999969482422,28.034677505493164,129.95211791992188,41.31108093261719,76.29560089111328,34.690765380859375,66.0497817993164,48.83164596557617
2014-06-06,20.237394332885742,16.48349952697754,128.64999389648438,28.089265823364258,132.837646484375,41.55909729003906,75.93067932128906,34.91804885864258,66.15740203857422,49.0111198425293
2014-06-09,20.56122398376465,16.375,127.98999786376953,28.322505950927734,132.685791015625,41.88737106323242,75.4987564086914,34.741275787353516,66.01667785644531,48.914485931396484
2014-06-10,20.68190574645996,16.620500564575195,128.25,28.20191764831543,132.97354125976562,42.23752975463867,75.12641143798828,34.6065788269043,66.05805969238281,49.29873275756836
2014-06-11,20.596328735351562,16.760000228881836,128.22000122070312,28.162212371826172,132.23020935058594,41.77793884277344,74.78382110595703,34.39613342285156,66.35601043701172,48.93748092651367
2014-06-12,20.25181007385254,16.295499801635742,127.27999877929688,27.765216827392578,132.65377807617188,41.610172271728516,74.29231262207031,34.16041564941406,66.06079864501953,48.72809600830078
2014-06-13,20.030183792114258,16.313499450683594,126.54000091552734,27.807397842407227,132.59780883789062,41.610172271728516,74.8359375,34.707603454589844,65.84459686279297,48.61764907836914
2014-06-16,20.232065200805664,16.381000518798828,126.1500015258789,27.407915115356445,132.56591796875,41.48615264892578,75.29022216796875,34.93488693237305,64.86334991455078,48.37604522705078
2014-06-17,20.205726623535156,16.2810001373291,126.02999877929688,27.324541091918945,134.4602508544922,41.88737106323242,75.41683197021484,35.086421966552734,65.00469970703125,48.5072021484375
2014-06-18,20.22766876220703,16.7189998626709,127.16999816894531,27.822778701782227,135.77114868164062,42.14999771118164,75.47640228271484,35.061153411865234,65.86955261230469,48.60844802856445
2014-06-19,20.157447814941406,16.350000381469727,127.25,28.037656784057617,135.66720581054688,41.79983139038086,75.89347076416016,34.94329833984375,66.9505844116211,48.39445877075195
2014-06-20,19.948991775512695,16.209999084472656,126.73999786376953,28.11358070373535,135.75515747070312,41.982208251953125,75.90089416503906,35.086421966552734,67.69905090332031,48.20347595214844
2014-06-23,19.931428909301758,16.36199951171875,126.66999816894531,28.499170303344727,136.0748748779297,42.4490852355957,75.89347076416016,35.34738540649414,67.76554107666016,48.198856353759766
2014-06-24,19.810747146606445,16.20800018310547,126.77999877929688,28.412324905395508,134.46820068359375,41.88737106323242,75.56581115722656,35.14534378051758,67.97346496582031,47.81230545043945
2014-06-25,19.82830047607422,16.371999740600586,127.12999725341797,29.07680320739746,134.58816528320312,41.96760559082031,75.6700439453125,35.38105392456055,68.47240447998047,48.104515075683594
2014-06-26,19.946800231933594,16.284500122070312,127.0999984741211,29.019237518310547,134.29237365722656,41.86548614501953,75.59557342529297,35.120086669921875,68.43080139160156,48.081520080566406
2014-06-27,20.183792114257812,16.228500366210938,127.31999969482422,29.06489372253418,133.3092498779297,41.96760559082031,75.55831146240234,35.56624984741211,68.18963623046875,48.155155181884766
2014-06-30,20.392253875732422,16.23900032043457,126.55999755859375,29.0142765045166,133.83677673339844,42.033267974853516,75.02214813232422,35.10325622558594,67.98177337646484,48.48419952392578
2014-07-01,20.52171516418457,16.61949920654297,127.23999786376953,29.35271644592285,133.33319091796875,42.290382385253906,75.21575927734375,35.246368408203125,68.09817504882812,49.29873275756836
2014-07-02,20.512937545776367,16.642499923706055,127.7300033569336,29.317485809326172,133.39715576171875,41.8496208190918,74.86575317382812,35.27162170410156,68.59712982177734,49.434505462646484
2014-07-03,20.633628845214844,16.874500274658203,129.3000030517578,29.431621551513672,135.45140075683594,41.90840148925781,75.20086669921875,35.18743896484375,69.31229400634766,49.81876754760742
2014-07-07,21.059341430664062,16.677499771118164,128.6999969482422,29.316492080688477,134.10858154296875,41.62924575805664,74.59765625,35.34738540649414,68.37261962890625,49.871681213378906
2014-07-08,20.923294067382812,16.190500259399414,128.22000122070312,28.703128814697266,131.81454467773438,40.96077346801758,74.53807830810547,35.170589447021484,68.13146209716797,49.5311393737793
2014-07-09,20.93205451965332,16.49850082397461,128.75,28.949268341064453,131.62269592285156,41.151763916015625,75.26789093017578,35.07798385620117,68.8050308227539,49.73823165893555
2014-07-10,20.85526466369629,16.395999908447266,128.4499969482422,28.784515380859375,130.62353515625,40.813846588134766,74.90299987792969,35.09482955932617,68.25619506835938,49.59555435180664
2014-07-11,20.89476776123047,17.309999465942383,128.6300048828125,29.112533569335938,131.72665405273438,40.99015808105469,74.74662017822266,35.43156051635742,68.91315460205078,49.93151092529297
2014-07-14,21.164669036865234,17.766000747680664,128.97999572753906,29.49018096923828,133.48504638671875,41.35009002685547,74.82108306884766,35.47364044189453,70.07735443115234,50.85881423950195
2014-07-15,20.916711807250977,17.722000122070312,128.49000549316406,29.430627822875977,135.2196044921875,42.80459976196289,74.69447326660156,35.7346076965332,69.76966094970703,51.03137969970703
2014-07-16,20.798206329345703,17.795000076293945,128.11000061035156,29.30954360961914,136.25868225097656,43.127811431884766,73.9273910522461,37.10673904418945,69.65324401855469,51.23617935180664
2014-07-17,20.427356719970703,17.622499465942383,126.5199966430664,28.82322120666504,135.9949188232422,42.50341796875,73.25714111328125,37.48556137084961,70.77588653564453,50.134002685546875
2014-07-18,20.721403121948242,17.933000564575195,128.27999877929688,30.02861213684082,137.05804443359375,42.77519226074219,73.71891021728516,37.6202507019043,71.11683654785156,50.6678352355957
2014-07-21,20.61388397216797,17.988000869750977,128.5800018310547,29.697612762451172,137.25778198242188,42.78253936767578,72.64649963378906,37.746524810791016,70.73434448242188,50.44233322143555
2014-07-22,20.785043716430664,18.04199981689453,128.4199981689453,29.952186584472656,139.89556884765625,43.09842300415039,71.69328308105469,37.73809814453125,71.55754852294922,50.9117431640625
2014-07-23,21.32704734802246,17.906999588012695,128.1300048828125,30.032583236694336,141.33438110351562,43.34083557128906,71.0081558227539,37.77177429199219,71.46607971191406,50.89793014526367
2014-07-24,21.291942596435547,17.930500030517578,128.35000610351562,29.92439842224121,140.88673400878906,43.46572494506836,71.0081558227539,37.37613296508789,71.24988555908203,51.25228500366211
2014-07-25,21.43238067626953,16.20050048828125,127.55000305175781,29.67974853515625,140.19927978515625,43.34817886352539,71.28368377685547,37.460296630859375,70.41829681396484,49.418399810791016
2014-07-28,21.728628158569336,16.02050018310547,128.3699951171875,29.726396560668945,140.63894653320312,43.48041534423828,71.3283920288086,37.01414108276367,71.30810546875,49.29184341430664
2014-07-29,21.588178634643555,16.0,127.36000061035156,29.474796295166016,140.31118774414062,43.076393127441406,71.35816955566406,36.94681167602539,70.07735443115234,49.12617874145508
2014-07-30,21.537715911865234,16.125499725341797,127.73999786376953,29.548738479614258,140.4870147705078,43.27473449707031,71.45496368408203,36.68584060668945,68.97967529296875,49.25501251220703
2014-07-31,20.97814178466797,15.649499893188477,125.43000030517578,28.760194778442383,138.1770782470703,42.36384582519531,70.41981506347656,36.332275390625,67.39964294433594,48.55323028564453
2014-08-01,21.094444274902344,15.352999687194824,125.83000183105469,28.464929580688477,136.08285522460938,41.48967361450195,70.22621154785156,36.07975387573242,67.76554107666016,48.7373046875
2014-08-04,20.975948333740234,15.682499885559082,129.72000122070312,28.895177841186523,137.2338409423828,41.61454391479492,70.23365020751953,36.509071350097656,68.4141845703125,48.817832946777344
2014-08-05,20.87281608581543,15.616000175476074,127.98999786376953,28.442100524902344,135.4193878173828,41.181148529052734,69.57830810546875,36.26493835449219,67.34976959228516,48.44507598876953
2014-08-06,20.837703704833984,15.694499969482422,129.11000061035156,28.50909423828125,135.6752166748047,41.3060302734375,69.60811614990234,35.978736877441406,67.77388000488281,48.47957992553711
2014-08-07,20.83550453186035,15.572500228881836,128.9499969482422,28.3760986328125,135.16366577148438,41.070960998535156,69.48895263671875,36.39121627807617,65.91110229492188,48.09992599487305
2014-08-08,20.89283561706543,15.84000015258789,130.89999389648438,28.680299758911133,137.68942260742188,41.3868293762207,69.66766357421875,36.365962982177734,66.62628173828125,48.426673889160156
2014-08-11,21.168498992919922,15.916500091552734,131.9499969482422,28.646055221557617,137.849365234375,41.37214660644531,69.65277862548828,36.365962982177734,66.4183578491211,48.45428466796875
2014-08-12,21.16408920288086,15.965999603271484,133.05999755859375,28.391483306884766,137.74545288085938,41.39417266845703,69.67512512207031,36.63534164428711,66.70944213867188,48.38985824584961
2014-08-13,21.444156646728516,16.31399917602539,133.0800018310547,29.008819580078125,137.77740478515625,41.66596984863281,69.97298431396484,37.10673904418945,67.78218841552734,48.74257278442383
2014-08-14,21.50149917602539,16.660499572753906,135.3000030517578,29.013282775878906,138.06509399414062,41.85696792602539,69.74957275390625,37.266693115234375,68.03995513916016,48.99385452270508
2014-08-15,21.607351303100586,16.681499481201172,134.33999633789062,28.96663475036621,137.40176391601562,41.68800735473633,69.84640502929688,37.70443344116211,67.74893951416016,48.45672607421875
2014-08-18,21.867582321166992,16.726499557495117,135.02999877929688,29.412763595581055,139.5198974609375,42.04062271118164,70.18897247314453,37.97380065917969,68.47240447998047,49.40883255004883
2014-08-19,22.169696807861328,16.756500244140625,134.89999389648438,29.631610870361328,139.04830932617188,42.28302764892578,70.33789825439453,38.397342681884766,69.41210174560547,49.56559753417969
2014-08-20,22.17852210998535,16.788999557495117,134.91000366210938,29.54724884033203,139.104248046875,42.341796875,70.14427947998047,38.07544708251953,69.37882232666016,49.84223556518555
